cluster	cluster_id	num_samples	representative	feature	feature_alt	gene	gene_alt	product	product_alt	name	name_alt	dbxref	dbxref_alt	6952-4-17	6952-4-19	6999-1-11	6999-1-3	6999-5-12	6999-5-5	6999-7-20	7001-3-2	7553-4-28	7622-3-93	7622-4-37	7622-4-48	7622-5-52	7622-5-56	7622-5-93
Cluster_2372	Cluster_2372	9	7001-3-2_ILCIHP_01895__7001-3-2_ILCIHP_01900	unannotated										6952-4-17_LCDOPK_04355__6952-4-17_LCDOPK_04360	6952-4-19_IDAKCO_07140__6952-4-19_IDAKCO_07145		6999-1-3_MFDHOJ_03280__6999-1-3_MFDHOJ_03285		6999-5-5_IEJANN_03880__6999-5-5_IEJANN_03885	6999-7-20_BDNIPI_10395__6999-7-20_BDNIPI_10400	7001-3-2_ILCIHP_01895__7001-3-2_ILCIHP_01900			7622-4-37_HCELOA_02685__7622-4-37_HCELOA_02690	START__7622-4-48_OIGNLO_10590	7622-5-52_DJJKEI_04345__7622-5-52_DJJKEI_04350		
rdgB	Cluster_2373	15	7001-3-2_ILCIHP_01935	CDS		rdgB		nucleoside-triphosphate diphosphatase		nucleoside-triphosphate diphosphatase		COG:COG0127,COG:F,GO:0009143,GO:0047429,RefSeq:WP_000182417.1,SO:0001217,UniParc:UPI000152BA27,UniRef:UniRef100_A0A098Z3B0,UniRef:UniRef50_Q5XDP8,UniRef:UniRef90_F9MLE6	COG:COG0127,COG:F,GO:0009143,GO:0047429,RefSeq:WP_000182418.1,SO:0001217,UniParc:UPI0002735805,UniRef:UniRef100_UPI0002735805,UniRef:UniRef50_Q5XDP8,UniRef:UniRef90_F9MLE6;COG:COG0127,COG:F,GO:0009143,GO:0047429,RefSeq:WP_054368310.1,SO:0001217,UniParc:UPI0005E910F2,UniRef:UniRef100_UPI0005E910F2,UniRef:UniRef50_Q5XDP8,UniRef:UniRef90_F9MLE6	6952-4-17_LCDOPK_04315	6952-4-19_IDAKCO_07185	6999-1-11_GAMHDO_04465	6999-1-3_MFDHOJ_03240	6999-5-12_GABGCO_03285	6999-5-5_IEJANN_03840	6999-7-20_BDNIPI_10360	7001-3-2_ILCIHP_01935	7553-4-28_BBELPC_00790	7622-3-93_BNKJJA_07935	7622-4-37_HCELOA_02645	7622-4-48_OIGNLO_10430	7622-5-52_DJJKEI_04390	7622-5-56_HCMIMP_01230	7622-5-93_FBDJDO_01855
Cluster_2374	Cluster_2374	15	7001-3-2_ILCIHP_01940__7001-3-2_ILCIHP_01945	unannotated										6952-4-17_LCDOPK_04305__6952-4-17_LCDOPK_04310	6952-4-19_IDAKCO_07190__6952-4-19_IDAKCO_07195	6999-1-11_GAMHDO_04455__6999-1-11_GAMHDO_04460	6999-1-3_MFDHOJ_03230__6999-1-3_MFDHOJ_03235	6999-5-12_GABGCO_03290__6999-5-12_GABGCO_03295	6999-5-5_IEJANN_03830__6999-5-5_IEJANN_03835	6999-7-20_BDNIPI_10350__6999-7-20_BDNIPI_10355	7001-3-2_ILCIHP_01940__7001-3-2_ILCIHP_01945	7553-4-28_BBELPC_00780__7553-4-28_BBELPC_00785	7622-3-93_BNKJJA_07925__7622-3-93_BNKJJA_07930	7622-4-37_HCELOA_02635__7622-4-37_HCELOA_02640	7622-4-48_OIGNLO_10435__7622-4-48_OIGNLO_10440	7622-5-52_DJJKEI_04395__7622-5-52_DJJKEI_04400	7622-5-56_HCMIMP_01220__7622-5-56_HCMIMP_01225	7622-5-93_FBDJDO_01845__7622-5-93_FBDJDO_01850
Cluster_2375	Cluster_2375	13	7001-3-2_ILCIHP_02025__7001-3-2_ILCIHP_02030	unannotated										6952-4-17_LCDOPK_03165__6952-4-17_LCDOPK_03170	6952-4-19_IDAKCO_10130__6952-4-19_IDAKCO_10135	6999-1-11_GAMHDO_02015__6999-1-11_GAMHDO_02020	6999-1-3_MFDHOJ_10295__6999-1-3_MFDHOJ_10300		6999-5-5_IEJANN_10085__6999-5-5_IEJANN_10090		7001-3-2_ILCIHP_02025__7001-3-2_ILCIHP_02030	7553-4-28_BBELPC_03405__7553-4-28_BBELPC_03410	7622-3-93_BNKJJA_09620__7622-3-93_BNKJJA_09625	7622-4-37_HCELOA_09635__7622-4-37_HCELOA_09640	7622-4-48_OIGNLO_01660__7622-4-48_OIGNLO_01665	7622-5-52_DJJKEI_10820__7622-5-52_DJJKEI_10825	7622-5-56_HCMIMP_09340__7622-5-56_HCMIMP_09345	7622-5-93_FBDJDO_09950__7622-5-93_FBDJDO_09955
Cluster_2376	Cluster_2376	13	7001-3-2_ILCIHP_02030	CDS				YhcH/YjgK/YiaL family protein	Cryptic beta-D-galactosidase subunit beta	YhcH/YjgK/YiaL family protein	Cryptic beta-D-galactosidase subunit beta	RefSeq:WP_000424229.1,SO:0001217,UniParc:UPI00016DBBE8,UniRef:UniRef100_B1IAR3,UniRef:UniRef50_F2BP28,UniRef:UniRef90_B1IAR3	KEGG:K19334,SO:0001217,UniRef:UniRef50_F2BP28,UniRef:UniRef90_A0A0B7LSC8;KEGG:K19334,RefSeq:WP_000424224.1,SO:0001217,UniParc:UPI000152F484,UniRef:UniRef100_A0A0B7LSZ5,UniRef:UniRef50_F2BP28,UniRef:UniRef90_A0A0B7LSC8	6952-4-17_LCDOPK_03170	6952-4-19_IDAKCO_10130	6999-1-11_GAMHDO_02015	6999-1-3_MFDHOJ_10285,6999-1-3_MFDHOJ_10295		6999-5-5_IEJANN_10090		7001-3-2_ILCIHP_02030	7553-4-28_BBELPC_03405	7622-3-93_BNKJJA_09620	7622-4-37_HCELOA_09635	7622-4-48_OIGNLO_01665	7622-5-52_DJJKEI_10825	7622-5-56_HCMIMP_09340	7622-5-93_FBDJDO_09955
Cluster_2377	Cluster_2377	4	7001-3-2_ILCIHP_02050	CDS				Mobile genetic element	IS5 family transposase	Mobile genetic element	IS5 family transposase	SO:0001217,UniRef:UniRef50_C1CA91,UniRef:UniRef90_A0A0B7LSY5	SO:0001217,UniRef:UniRef50_C1CA91,UniRef:UniRef90_UPI00067D1318								7001-3-2_ILCIHP_02050			7622-4-37_HCELOA_09615	7622-4-48_OIGNLO_01685	7622-5-52_DJJKEI_10845		
Cluster_2378	Cluster_2378	15	7001-3-2_ILCIHP_02155__7001-3-2_ILCIHP_02160	unannotated										6952-4-17_LCDOPK_03435__6952-4-17_LCDOPK_03440	6952-4-19_IDAKCO_01455__6952-4-19_IDAKCO_01460	6999-1-11_GAMHDO_03610__6999-1-11_GAMHDO_03615	6999-1-3_MFDHOJ_02945__6999-1-3_MFDHOJ_02950	6999-5-12_GABGCO_03435__6999-5-12_GABGCO_03440	6999-5-5_IEJANN_02255__6999-5-5_IEJANN_02260	6999-7-20_BDNIPI_00610__6999-7-20_BDNIPI_00615	7001-3-2_ILCIHP_02155__7001-3-2_ILCIHP_02160	7553-4-28_BBELPC_03290__7553-4-28_BBELPC_03295	7622-3-93_BNKJJA_02705__7622-3-93_BNKJJA_02710	7622-4-37_HCELOA_03605__7622-4-37_HCELOA_03610	7622-4-48_OIGNLO_01800__7622-4-48_OIGNLO_01805	7622-5-52_DJJKEI_01745__7622-5-52_DJJKEI_01750	7622-5-56_HCMIMP_02175__7622-5-56_HCMIMP_02180	7622-5-93_FBDJDO_00245__7622-5-93_FBDJDO_00250
gpmA	Cluster_2379	15	7001-3-2_ILCIHP_02230	CDS		gpmA		phosphoglycerate mutase		phosphoglycerate mutase		EC:5.4.2.11,EC:5.4.2.12,GO:0006094,GO:0006096,GO:0046538,RefSeq:WP_000240129.1,SO:0001217,UniParc:UPI0000051929,UniRef:UniRef100_Q04JB4,UniRef:UniRef50_P59161,UniRef:UniRef90_Q04JB4	EC:5.4.2.11,EC:5.4.2.12,GO:0006094,GO:0006096,GO:0046538,RefSeq:WP_000240132.1,SO:0001217,UniParc:UPI00001701EB,UniRef:UniRef100_B8ZM52,UniRef:UniRef50_P59161,UniRef:UniRef90_Q04JB4	6952-4-17_LCDOPK_03365	6952-4-19_IDAKCO_01385	6999-1-11_GAMHDO_03680	6999-1-3_MFDHOJ_03020	6999-5-12_GABGCO_03510	6999-5-5_IEJANN_02330	6999-7-20_BDNIPI_00555	7001-3-2_ILCIHP_02230	7553-4-28_BBELPC_03230	7622-3-93_BNKJJA_02775	7622-4-37_HCELOA_03675	7622-4-48_OIGNLO_01875	7622-5-52_DJJKEI_01675	7622-5-56_HCMIMP_02245	7622-5-93_FBDJDO_00180
Cluster_2380	Cluster_2380	15	7001-3-2_ILCIHP_02230__7001-3-2_ILCIHP_02235	unannotated										6952-4-17_LCDOPK_03360__6952-4-17_LCDOPK_03365	6952-4-19_IDAKCO_01380__6952-4-19_IDAKCO_01385	6999-1-11_GAMHDO_03680__6999-1-11_GAMHDO_03685	6999-1-3_MFDHOJ_03020__6999-1-3_MFDHOJ_03025	6999-5-12_GABGCO_03510__6999-5-12_GABGCO_03515	6999-5-5_IEJANN_02330__6999-5-5_IEJANN_02335	6999-7-20_BDNIPI_00550__6999-7-20_BDNIPI_00555	7001-3-2_ILCIHP_02230__7001-3-2_ILCIHP_02235	7553-4-28_BBELPC_03225__7553-4-28_BBELPC_03230	7622-3-93_BNKJJA_02775__7622-3-93_BNKJJA_02780	7622-4-37_HCELOA_03675__7622-4-37_HCELOA_03680	7622-4-48_OIGNLO_01875__7622-4-48_OIGNLO_01880	7622-5-52_DJJKEI_01670__7622-5-52_DJJKEI_01675	7622-5-56_HCMIMP_02245__7622-5-56_HCMIMP_02250	7622-5-93_FBDJDO_00175__7622-5-93_FBDJDO_00180
Cluster_2381	Cluster_2381	14	7001-3-2_ILCIHP_02235__7001-3-2_ILCIHP_02240	unannotated										6952-4-17_LCDOPK_03350__6952-4-17_LCDOPK_03355	6952-4-19_IDAKCO_01370__6952-4-19_IDAKCO_01375	6999-1-11_GAMHDO_03685__6999-1-11_GAMHDO_03690	6999-1-3_MFDHOJ_03030__6999-1-3_MFDHOJ_03035	6999-5-12_GABGCO_03525__6999-5-12_GABGCO_03530	6999-5-5_IEJANN_02340__6999-5-5_IEJANN_02345	6999-7-20_BDNIPI_00545__6999-7-20_BDNIPI_00550	7001-3-2_ILCIHP_02235__7001-3-2_ILCIHP_02240		7622-3-93_BNKJJA_02780__7622-3-93_BNKJJA_02785	7622-4-37_HCELOA_03680__7622-4-37_HCELOA_03685	7622-4-48_OIGNLO_01885__7622-4-48_OIGNLO_01890	7622-5-52_DJJKEI_01660__7622-5-52_DJJKEI_01665	7622-5-56_HCMIMP_02250__7622-5-56_HCMIMP_02255	7622-5-93_FBDJDO_00170__7622-5-93_FBDJDO_00175
Cluster_2382	Cluster_2382	15	7001-3-2_ILCIHP_02315	CDS				Wzy		Wzy		RefSeq:WP_000281594.1,SO:0001217,UniParc:UPI00000E4742,UniRef:UniRef100_A0A0T8E925,UniRef:UniRef50_A0A4N5N7Y1,UniRef:UniRef90_A0A4N5N7Y1	RefSeq:WP_000281608.1,SO:0001217,UniParc:UPI00004A7E9A,UniRef:UniRef100_A0A0B7L5V4,UniRef:UniRef50_A0A4N5N7Y1,UniRef:UniRef90_A0A4N5N7Y1;RefSeq:WP_000281600.1,SO:0001217,UniParc:UPI000152DD41,UniRef:UniRef100_A0A0U0J062,UniRef:UniRef50_A0A4N5N7Y1,UniRef:UniRef90_A0A4N5N7Y1	6952-4-17_LCDOPK_03275	6952-4-19_IDAKCO_01295	6999-1-11_GAMHDO_03760	6999-1-3_MFDHOJ_03110	6999-5-12_GABGCO_03600	6999-5-5_IEJANN_02420	6999-7-20_BDNIPI_00455	7001-3-2_ILCIHP_02315	7553-4-28_BBELPC_03125	7622-3-93_BNKJJA_02860	7622-4-37_HCELOA_03765	7622-4-48_OIGNLO_01965	7622-5-52_DJJKEI_01585	7622-5-56_HCMIMP_02330	7622-5-93_FBDJDO_00095
Cluster_2383	Cluster_2383	2	7001-3-2_ILCIHP_02365__7001-3-2_ILCIHP_02370	unannotated																6999-7-20_BDNIPI_00395__6999-7-20_BDNIPI_00400	7001-3-2_ILCIHP_02365__7001-3-2_ILCIHP_02370							
Cluster_2384	Cluster_2384	15	7001-3-2_ILCIHP_02405__7001-3-2_ILCIHP_02410	unannotated										6952-4-17_LCDOPK_10470__6952-4-17_LCDOPK_10475	6952-4-19_IDAKCO_08595__6952-4-19_IDAKCO_08600	6999-1-11_GAMHDO_10295__6999-1-11_GAMHDO_10300	6999-1-3_MFDHOJ_10465__6999-1-3_MFDHOJ_10470	6999-5-12_GABGCO_09860__6999-5-12_GABGCO_09865	6999-5-5_IEJANN_09900__6999-5-5_IEJANN_09905	6999-7-20_BDNIPI_00355__6999-7-20_BDNIPI_00360	7001-3-2_ILCIHP_02405__7001-3-2_ILCIHP_02410	7553-4-28_BBELPC_09835__7553-4-28_BBELPC_09840	7622-3-93_BNKJJA_09790__7622-3-93_BNKJJA_09795	7622-4-37_HCELOA_03920__7622-4-37_HCELOA_03925	7622-4-48_OIGNLO_09375__7622-4-48_OIGNLO_09380	7622-5-52_DJJKEI_10720__7622-5-52_DJJKEI_10725	7622-5-56_HCMIMP_09455__7622-5-56_HCMIMP_09460	7622-5-93_FBDJDO_09750__7622-5-93_FBDJDO_09755
yjdM	Cluster_2385	15	7001-3-2_ILCIHP_02410	CDS		yjdM		Protein YjdM		Protein YjdM		COG:COG2824,COG:R,RefSeq:WP_001061594.1,SO:0001217,UniParc:UPI00000E3666,UniRef:UniRef100_A0A062WUY2,UniRef:UniRef50_Q02419,UniRef:UniRef90_Q02419		6952-4-17_LCDOPK_10475	6952-4-19_IDAKCO_08595	6999-1-11_GAMHDO_10300	6999-1-3_MFDHOJ_10470	6999-5-12_GABGCO_09865	6999-5-5_IEJANN_09905	6999-7-20_BDNIPI_00355	7001-3-2_ILCIHP_02410	7553-4-28_BBELPC_09840	7622-3-93_BNKJJA_09795	7622-4-37_HCELOA_03925	7622-4-48_OIGNLO_09375	7622-5-52_DJJKEI_10720	7622-5-56_HCMIMP_09460	7622-5-93_FBDJDO_09755
ybeY	Cluster_2386	15	7001-3-2_ILCIHP_02515	CDS		ybeY		rRNA maturation RNase YbeY		rRNA maturation RNase YbeY		COG:COG0319,COG:J,EC:3.1.-.-,GO:0004222,GO:0004521,GO:0004540,GO:0005737,GO:0006364,GO:0008270,GO:0042254,GO:0046872,RefSeq:WP_000275156.1,SO:0001217,UniParc:UPI00000E353F,UniRef:UniRef100_Q04KW1,UniRef:UniRef50_P67140,UniRef:UniRef90_Q04KW1	COG:COG0319,COG:J,EC:3.1.-.-,GO:0004222,GO:0004521,GO:0004540,GO:0005737,GO:0006364,GO:0008270,GO:0042254,GO:0046872,RefSeq:WP_054381162.1,SO:0001217,UniParc:UPI000669BF19,UniRef:UniRef100_UPI000669BF19,UniRef:UniRef50_P67140,UniRef:UniRef90_Q04KW1;COG:COG0319,COG:J,EC:3.1.-.-,GO:0004222,GO:0004521,GO:0004540,GO:0005737,GO:0006364,GO:0008270,GO:0042254,GO:0046872,RefSeq:WP_023396635.1,SO:0001217,UniParc:UPI0003C0F28A,UniRef:UniRef100_A0A3R9KWT6,UniRef:UniRef50_P67140,UniRef:UniRef90_Q04KW1	6952-4-17_LCDOPK_06680	6952-4-19_IDAKCO_02435	6999-1-11_GAMHDO_07450	6999-1-3_MFDHOJ_04515	6999-5-12_GABGCO_08015	6999-5-5_IEJANN_05790	6999-7-20_BDNIPI_07175	7001-3-2_ILCIHP_02515	7553-4-28_BBELPC_05915	7622-3-93_BNKJJA_06265	7622-4-37_HCELOA_07320	7622-4-48_OIGNLO_04860	7622-5-52_DJJKEI_05880	7622-5-56_HCMIMP_04820	7622-5-93_FBDJDO_09460
Cluster_2387	Cluster_2387	15	7001-3-2_ILCIHP_02515__7001-3-2_ILCIHP_02520	unannotated										6952-4-17_LCDOPK_06675__6952-4-17_LCDOPK_06680	6952-4-19_IDAKCO_02435__6952-4-19_IDAKCO_02440	6999-1-11_GAMHDO_07450__6999-1-11_GAMHDO_07455	6999-1-3_MFDHOJ_04510__6999-1-3_MFDHOJ_04515	6999-5-12_GABGCO_08015__6999-5-12_GABGCO_08020	6999-5-5_IEJANN_05785__6999-5-5_IEJANN_05790	6999-7-20_BDNIPI_07175__6999-7-20_BDNIPI_07180	7001-3-2_ILCIHP_02515__7001-3-2_ILCIHP_02520	7553-4-28_BBELPC_05915__7553-4-28_BBELPC_05920	7622-3-93_BNKJJA_06265__7622-3-93_BNKJJA_06270	7622-4-37_HCELOA_07320__7622-4-37_HCELOA_07325	7622-4-48_OIGNLO_04860__7622-4-48_OIGNLO_04865	7622-5-52_DJJKEI_05880__7622-5-52_DJJKEI_05885	7622-5-56_HCMIMP_04820__7622-5-56_HCMIMP_04825	7622-5-93_FBDJDO_09455__7622-5-93_FBDJDO_09460
Cluster_2388	Cluster_2388	4	7001-3-2_ILCIHP_02525	CDS	unannotated			glucosaminidase domain-containing protein	Cell wall-binding repeat protein	glucosaminidase domain-containing protein	Cell wall-binding repeat protein	SO:0001217,UniRef:UniRef50_A0A4M9XBL2,UniRef:UniRef90_UPI000B594C22	SO:0001217,UniRef:UniRef50_A0A133RZL0,UniRef:UniRef90_A0A133RZL0			6999-1-11_GAMHDO_07460		6999-5-12_GABGCO_08025	6999-5-5_IEJANN_05775,6999-5-5_IEJANN_05775__6999-5-5_IEJANN_05780		7001-3-2_ILCIHP_02525							
pyrH	Cluster_2389	15	7001-3-2_ILCIHP_02605	CDS		pyrH		UMP kinase		UMP kinase		COG:COG0528,COG:F,EC:2.7.4.22,GO:0005524,GO:0005737,GO:0015949,GO:0016310,GO:0033862,GO:0044210,RefSeq:WP_000002997.1,SO:0001217,UniParc:UPI000014DF90,UniRef:UniRef100_Q8DQ50,UniRef:UniRef50_Q97R83,UniRef:UniRef90_Q97R83		6952-4-17_LCDOPK_06590	6952-4-19_IDAKCO_02525	6999-1-11_GAMHDO_07540	6999-1-3_MFDHOJ_04425	6999-5-12_GABGCO_09665	6999-5-5_IEJANN_05695	6999-7-20_BDNIPI_07285	7001-3-2_ILCIHP_02605	7553-4-28_BBELPC_06030	7622-3-93_BNKJJA_06355	7622-4-37_HCELOA_07410	7622-4-48_OIGNLO_04950	7622-5-52_DJJKEI_05970	7622-5-56_HCMIMP_04910	7622-5-93_FBDJDO_07520
Cluster_2390	Cluster_2390	15	7001-3-2_ILCIHP_02605__7001-3-2_ILCIHP_02610	unannotated										6952-4-17_LCDOPK_06585__6952-4-17_LCDOPK_06590	6952-4-19_IDAKCO_02525__6952-4-19_IDAKCO_02530	6999-1-11_GAMHDO_07540__6999-1-11_GAMHDO_07545	6999-1-3_MFDHOJ_04420__6999-1-3_MFDHOJ_04425	6999-5-12_GABGCO_09665__6999-5-12_GABGCO_09670	6999-5-5_IEJANN_05690__6999-5-5_IEJANN_05695	6999-7-20_BDNIPI_07285__6999-7-20_BDNIPI_07290	7001-3-2_ILCIHP_02605__7001-3-2_ILCIHP_02610	7553-4-28_BBELPC_06030__7553-4-28_BBELPC_06035	7622-3-93_BNKJJA_06355__7622-3-93_BNKJJA_06360	7622-4-37_HCELOA_07410__7622-4-37_HCELOA_07415	7622-4-48_OIGNLO_04950__7622-4-48_OIGNLO_04955	7622-5-52_DJJKEI_05970__7622-5-52_DJJKEI_05975	7622-5-56_HCMIMP_04910__7622-5-56_HCMIMP_04915	7622-5-93_FBDJDO_07520__7622-5-93_FBDJDO_07525
Cluster_2391	Cluster_2391	1	7001-3-2_ILCIHP_02615	CDS				Adenylyl/Guanylyl and SMODS C-terminal sensor domain-containing protein		Adenylyl/Guanylyl and SMODS C-terminal sensor domain-containing protein		RefSeq:WP_000059137.1,SO:0001217,UniParc:UPI000152EFCE,UniRef:UniRef100_A5LKH8,UniRef:UniRef50_D3H8J9,UniRef:UniRef90_D3H8J9									7001-3-2_ILCIHP_02615							
Cluster_2392	Cluster_2392	1	7001-3-2_ILCIHP_02620	CDS				SMODS and SLOG-associating 2TM effector domain-containing protein		SMODS and SLOG-associating 2TM effector domain-containing protein		RefSeq:WP_000042158.1,SO:0001217,UniParc:UPI000152EFCD,UniRef:UniRef100_A0A064BZ14,UniRef:UniRef50_D3H8J8,UniRef:UniRef90_D3H8J8									7001-3-2_ILCIHP_02620							
Cluster_2393	Cluster_2393	1	7001-3-2_ILCIHP_02625	CDS				Abortive infection protein-like C-terminal domain-containing protein		Abortive infection protein-like C-terminal domain-containing protein		RefSeq:WP_000422391.1,SO:0001217,UniParc:UPI000152EFCC,UniRef:UniRef100_A0A064C1A6,UniRef:UniRef50_D2ENW5,UniRef:UniRef90_F9HC54									7001-3-2_ILCIHP_02625							
Cluster_2394	Cluster_2394	1	7001-3-2_ILCIHP_02625__7001-3-2_ILCIHP_02630	unannotated																	7001-3-2_ILCIHP_02625__7001-3-2_ILCIHP_02630							
dcm.4	Cluster_2395	1	7001-3-2_ILCIHP_02630	CDS		dcm		Cytosine-specific methyltransferase		Cytosine-specific methyltransferase		EC:2.1.1.37,KEGG:K00558,RefSeq:WP_000734158.1,SO:0001217,UniParc:UPI0001C4A810,UniRef:UniRef100_A0A098ZBB8,UniRef:UniRef50_A0A098ZBB8,UniRef:UniRef90_A0A098ZBB8									7001-3-2_ILCIHP_02630							
Cluster_2396	Cluster_2396	1	7001-3-2_ILCIHP_02635	CDS				DUF3883 domain-containing protein		DUF3883 domain-containing protein		RefSeq:WP_000285316.1,SO:0001217,UniParc:UPI000152EFCA,UniRef:UniRef100_A0A428CWY6,UniRef:UniRef50_A0A098ZPJ9,UniRef:UniRef90_A0A098ZPJ9									7001-3-2_ILCIHP_02635							
dcm.5	Cluster_2397	1	7001-3-2_ILCIHP_02640	CDS		dcm		Cytosine-specific methyltransferase		Cytosine-specific methyltransferase		RefSeq:WP_000760486.1,SO:0001217,UniParc:UPI000152EFC9,UniRef:UniRef100_A0A064BYU2,UniRef:UniRef50_A0A3R9IMV8,UniRef:UniRef90_A0A3R9IMV8									7001-3-2_ILCIHP_02640							
Cluster_2398	Cluster_2398	1	7001-3-2_ILCIHP_02640__7001-3-2_ILCIHP_02645	unannotated																	7001-3-2_ILCIHP_02640__7001-3-2_ILCIHP_02645							
Cluster_2399	Cluster_2399	1	7001-3-2_ILCIHP_02660__7001-3-2_ILCIHP_02665	unannotated																	7001-3-2_ILCIHP_02660__7001-3-2_ILCIHP_02665							
aguB	Cluster_2400	15	7001-3-2_ILCIHP_02715	CDS		aguB		N-carbamoylputrescine amidase		N-carbamoylputrescine amidase		COG:C,COG:COG0388,EC:3.5.1.53,GO:0005737,GO:0009446,GO:0050126,RefSeq:WP_001246755.1,SO:0001217,UniParc:UPI000005163B,UniRef:UniRef100_A0A064C387,UniRef:UniRef50_A0A064C387,UniRef:UniRef90_A0A064C387	COG:C,COG:COG0388,EC:3.5.1.53,GO:0005737,GO:0009446,GO:0050126,RefSeq:WP_001246756.1,SO:0001217,UniParc:UPI00000E3523,UniRef:UniRef100_A0A0B7LRJ0,UniRef:UniRef50_A0A064C387,UniRef:UniRef90_A0A064C387	6952-4-17_LCDOPK_06510	6952-4-19_IDAKCO_02605	6999-1-11_GAMHDO_07620	6999-1-3_MFDHOJ_04345	6999-5-12_GABGCO_08695	6999-5-5_IEJANN_05615	6999-7-20_BDNIPI_08945	7001-3-2_ILCIHP_02715	7553-4-28_BBELPC_06110	7622-3-93_BNKJJA_06435	7622-4-37_HCELOA_07490	7622-4-48_OIGNLO_05030	7622-5-52_DJJKEI_06050	7622-5-56_HCMIMP_04990	7622-5-93_FBDJDO_07600
lys9	Cluster_2401	15	7001-3-2_ILCIHP_02730	CDS		lys9		Saccharopine dehydrogenase, NADP-dependent		Saccharopine dehydrogenase, NADP-dependent		COG:COG1748,COG:E,RefSeq:WP_000088773.1,SO:0001217,UniParc:UPI00004A8455,UniRef:UniRef100_A0A0B7KU13,UniRef:UniRef50_D1PWG7,UniRef:UniRef90_K8MYR9	COG:COG1748,COG:E,RefSeq:WP_050199076.1,SO:0001217,UniParc:UPI0005E54FD7,UniRef:UniRef100_A0A0T8QTB8,UniRef:UniRef50_D1PWG7,UniRef:UniRef90_K8MYR9;COG:COG1748,COG:E,RefSeq:WP_050221325.1,SO:0001217,UniParc:UPI0005E7E1A8,UniRef:UniRef100_A0A9X8HV67,UniRef:UniRef50_D1PWG7,UniRef:UniRef90_K8MYR9	6952-4-17_LCDOPK_06495	6952-4-19_IDAKCO_02620	6999-1-11_GAMHDO_07635	6999-1-3_MFDHOJ_04330	6999-5-12_GABGCO_08710	6999-5-5_IEJANN_05600	6999-7-20_BDNIPI_08960	7001-3-2_ILCIHP_02730	7553-4-28_BBELPC_06125	7622-3-93_BNKJJA_06450	7622-4-37_HCELOA_07505	7622-4-48_OIGNLO_05045	7622-5-52_DJJKEI_06065	7622-5-56_HCMIMP_05005	7622-5-93_FBDJDO_07615
Cluster_2402	Cluster_2402	1	7001-3-2_ILCIHP_02785	CDS				hypothetical protein		hypothetical protein		SO:0001217,UniRef:UniRef50_UPI00214D9E19									7001-3-2_ILCIHP_02785							
Cluster_2403	Cluster_2403	11	7001-3-2_ILCIHP_02800__7001-3-2_ILCIHP_02805	unannotated										6952-4-17_LCDOPK_06050__6952-4-17_LCDOPK_06055	6952-4-19_IDAKCO_02110__6952-4-19_IDAKCO_02115	6999-1-11_GAMHDO_06200__6999-1-11_GAMHDO_06205	6999-1-3_MFDHOJ_06345__6999-1-3_MFDHOJ_06350	6999-5-12_GABGCO_07085__6999-5-12_GABGCO_07090	6999-5-5_IEJANN_02565__6999-5-5_IEJANN_02570	6999-7-20_BDNIPI_06635__6999-7-20_BDNIPI_06640	7001-3-2_ILCIHP_02800__7001-3-2_ILCIHP_02805	7553-4-28_BBELPC_07880__7553-4-28_BBELPC_07885			7622-4-48_OIGNLO_05395__7622-4-48_OIGNLO_05400	7622-5-52_DJJKEI_08815__7622-5-52_DJJKEI_08820		
Cluster_2404	Cluster_2404	1	7001-3-2_ILCIHP_02805	CDS				DUF1828 domain-containing protein		DUF1828 domain-containing protein		RefSeq:WP_000994488.1,SO:0001217,UniParc:UPI000152ED36,UniRef:UniRef100_A0A098Z6A7,UniRef:UniRef50_Q5XCJ3,UniRef:UniRef90_B2INZ7									7001-3-2_ILCIHP_02805							
Cluster_2405	Cluster_2405	1	7001-3-2_ILCIHP_02805__7001-3-2_ILCIHP_02810	unannotated																	7001-3-2_ILCIHP_02805__7001-3-2_ILCIHP_02810							
Cluster_2406	Cluster_2406	1	7001-3-2_ILCIHP_02810	CDS				Phage protein		Phage protein		RefSeq:WP_000661387.1,SO:0001217,UniParc:UPI00016C2B7E,UniRef:UniRef100_A0A0B7M8B7,UniRef:UniRef50_B2INZ8,UniRef:UniRef90_B2INZ8									7001-3-2_ILCIHP_02810							
Cluster_2407	Cluster_2407	1	7001-3-2_ILCIHP_02810__7001-3-2_ILCIHP_02815	unannotated																	7001-3-2_ILCIHP_02810__7001-3-2_ILCIHP_02815							
Cluster_2408	Cluster_2408	1	7001-3-2_ILCIHP_02815	CDS				Phage super infection exclusion		Phage super infection exclusion		RefSeq:WP_000049401.1,SO:0001217,UniParc:UPI00020A1D81,UniRef:UniRef100_A0A0B7L162,UniRef:UniRef50_A0A139QL17,UniRef:UniRef90_A0A0T8SL10									7001-3-2_ILCIHP_02815							
Cluster_2409	Cluster_2409	1	7001-3-2_ILCIHP_02815__7001-3-2_ILCIHP_02820	unannotated																	7001-3-2_ILCIHP_02815__7001-3-2_ILCIHP_02820							
